P_NAME,P_STATUS,P_MASS,P_MASS_ERROR_MIN,P_MASS_ERROR_MAX,P_RADIUS,P_RADIUS_ERROR_MIN,P_RADIUS_ERROR_MAX,P_YEAR,P_UPDATED,P_PERIOD,P_PERIOD_ERROR_MIN,P_PERIOD_ERROR_MAX,P_SEMI_MAJOR_AXIS,P_SEMI_MAJOR_AXIS_ERROR_MIN,P_SEMI_MAJOR_AXIS_ERROR_MAX,P_ECCENTRICITY,P_ECCENTRICITY_ERROR_MIN,P_ECCENTRICITY_ERROR_MAX,P_INCLINATION,P_INCLINATION_ERROR_MIN,P_INCLINATION_ERROR_MAX,P_OMEGA,P_OMEGA_ERROR_MIN,P_OMEGA_ERROR_MAX,P_TPERI,P_TPERI_ERROR_MIN,P_TPERI_ERROR_MAX,P_ANGULAR_DISTANCE,P_IMPACT_PARAMETER,P_IMPACT_PARAMETER_ERROR_MIN,P_IMPACT_PARAMETER_ERROR_MAX,P_TEMP_MEASURED,P_GEO_ALBEDO,P_GEO_ALBEDO_ERROR_MIN,P_GEO_ALBEDO_ERROR_MAX,P_DETECTION,P_DETECTION_MASS,P_DETECTION_RADIUS,P_ALT_NAMES,P_ATMOSPHERE,S_NAME,S_RA,S_DEC,S_MAG,S_DISTANCE,S_DISTANCE_ERROR_MIN,S_DISTANCE_ERROR_MAX,S_METALLICITY,S_METALLICITY_ERROR_MIN,S_METALLICITY_ERROR_MAX,S_MASS,S_MASS_ERROR_MIN,S_MASS_ERROR_MAX,S_RADIUS,S_RADIUS_ERROR_MIN,S_RADIUS_ERROR_MAX,S_TYPE,S_AGE,S_AGE_ERROR_MIN,S_AGE_ERROR_MAX,S_TEMPERATURE,S_TEMPERATURE_ERROR_MIN,S_TEMPERATURE_ERROR_MAX,S_DISC,S_MAGNETIC_FIELD,S_LOG_G,S_ALT_NAMES,P_ESCAPE,P_POTENTIAL,P_GRAVITY,P_DENSITY,P_HILL_SPHERE,P_DISTANCE,P_PERIASTRON,P_APASTRON,P_DISTANCE_EFF,P_FLUX,P_FLUX_MIN,P_FLUX_MAX,P_TEMP_EQUIL,P_TEMP_EQUIL_MIN,P_TEMP_EQUIL_MAX,P_TYPE,S_RADIUS_EST,S_TYPE_TEMP,S_RA_H,S_RA_T,S_DEC_T,S_LUMINOSITY,S_HZ_OPT_MIN,S_HZ_OPT_MAX,S_HZ_CON_MIN,S_HZ_CON_MAX,S_HZ_CON0_MIN,S_HZ_CON0_MAX,S_HZ_CON1_MIN,S_HZ_CON1_MAX,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_HABZONE_OPT,P_HABZONE_CON,P_TYPE_TEMP,P_HABITABLE,P_ESI,S_CONSTELLATION,S_CONSTELLATION_ABR,S_CONSTELLATION_ENG,P_RADIUS_EST,P_MASS_EST,P_SEMI_MAJOR_AXIS_EST
Kepler-202 b,3.0,,,,1.62545,-0.10089,0.10089,2014,2014-05-14,4.069427,-7e-06,7e-06,0.045,,,,,,,,,,,,,,,0.157,0.64,-0.26,0.26,,,,,Transit,,,,,Kepler-202,282.97342,41.322006,13.872,287.48,-1.12,1.12,,,,,,,0.67,-0.03,0.03,,,,,4668.0,-100.0,100.0,,,4.65,",",,,,,,0.045,0.045,0.045,0.045000001,94.305411,94.305411,94.305411,793.92424,793.92424,793.92424,Superterran,0.67,K,18.864896,18 51 53.6241,+41 19 19.2216,0.19096846,0.34728693,0.85149323,0.43989234,0.80729064,0.46571034,0.80729064,0.42467113,0.80729064,1.1798983,,,0,0,Hot,0,0.28753191,Lyra,Lyr,Lyre,1.62545,3.2754986,0.045
Kepler-202 c,3.0,,,,1.84965,-0.10089,0.10089,2014,2014-05-14,16.282493,-3.8e-05,3.8e-05,0.113,,,,,,,,,,,,,,,0.393,0.31,-0.21,0.21,,,,,Transit,,,,,Kepler-202,282.97342,41.322006,13.872,287.48,-1.12,1.12,,,,,,,0.67,-0.03,0.03,,,,,4668.0,-100.0,100.0,,,4.65,",",,,,,,0.113,0.113,0.113,0.113,14.955631,14.955631,14.955631,501.00966,501.00966,501.00966,Superterran,0.67,K,18.864896,18 51 53.6241,+41 19 19.2216,0.19096846,0.34728693,0.85149323,0.43989234,0.80729064,0.46571034,0.80729064,0.42467113,0.80729064,1.1798983,,,0,0,Hot,0,0.34657983,Lyra,Lyr,Lyre,1.84965,4.0789714,0.113
Kepler-203 b,3.0,,,,2.56709,-0.51566,0.51566,2014,2014-05-14,3.162697,-4e-06,4e-06,0.043,,,,,,,,,,,,,,,0.0599,0.52,-0.24,0.24,,,,,Transit,,,,,Kepler-203,297.08998,41.388039,13.989,717.73,-9.83,9.83,,,,,,,1.11,-0.21,0.21,,,,,5821.0,-100.0,100.0,,,4.36,",",,,,,,0.043,0.043,0.043,0.043000001,685.46943,685.46943,685.46943,1303.5927,1303.5927,1303.5927,Neptunian,1.11,G,19.805999,19 48 21.5982,+41 23 16.9404,1.267433,0.84268994,1.9831159,1.06737,1.8801742,1.1286397,1.8801742,1.0303337,1.8801742,3.0396688,,,0,0,Hot,0,0.22955123,Cygnus,Cyg,Swan,2.56709,7.1159697,0.043
Kepler-203 c,3.0,,,,2.4662,-0.47082,0.47082,2014,2014-05-14,5.370647,-8e-06,8e-06,0.061,,,,,,,,,,,,,,,0.085,0.1,-0.22,0.22,,,,,Transit,,,,,Kepler-203,297.08998,41.388039,13.989,717.73,-9.83,9.83,,,,,,,1.11,-0.21,0.21,,,,,5821.0,-100.0,100.0,,,4.36,",",,,,,,0.061,0.061,0.061,0.061000002,340.61622,340.61622,340.61622,1094.4886,1094.4886,1094.4886,Superterran,1.11,G,19.805999,19 48 21.5982,+41 23 16.9404,1.267433,0.84268994,1.9831159,1.06737,1.8801742,1.1286397,1.8801742,1.0303337,1.8801742,3.0396688,,,0,0,Hot,0,0.2360453,Cygnus,Cyg,Swan,2.4662,6.6476898,0.061
Kepler-203 d,3.0,,,,1.43488,-0.28025,0.28025,2014,2014-05-14,11.32972,-8e-05,8e-05,0.1,,,,,,,,,,,,,,,0.139,0.34,-0.23,0.23,,,,,Transit,,,,,Kepler-203,297.08998,41.388039,13.989,717.73,-9.83,9.83,,,,,,,1.11,-0.21,0.21,,,,,5821.0,-100.0,100.0,,,4.36,",",,,,,,0.1,0.1,0.1,0.1,126.7433,126.7433,126.7433,854.82292,854.82292,854.82292,Terran,1.11,G,19.805999,19 48 21.5982,+41 23 16.9404,1.267433,0.84268994,1.9831159,1.06737,1.8801742,1.1286397,1.8801742,1.0303337,1.8801742,3.0396688,,,0,0,Hot,0,0.2925992,Cygnus,Cyg,Swan,1.43488,2.6505029,0.1
Kepler-204 b,3.0,,,,2.53346,-0.53808,0.53808,2014,2014-05-14,14.400974,-5.6e-05,5.6e-05,0.117,,,,,,,,,,,,,,,0.167,0.57,-0.26,0.26,,,,,Transit,,,,,Kepler-204,285.34719,41.761925,13.909,700.59,-7.3,7.3,,,,,,,1.24,-0.26,0.26,,,,,5812.0,-100.0,100.0,,,4.27,",",,,,,,0.117,0.117,0.117,0.117,114.83194,114.83194,114.83194,833.98951,833.98951,833.98951,Neptunian,1.24,G,19.023147,19 01 23.3285,+41 45 42.9300,1.5719345,0.93898469,2.2102432,1.1893394,2.0955115,1.2576205,2.0955115,1.1480725,2.0955115,3.385174,,,0,0,Hot,0,0.2403599,Lyra,Lyr,Lyre,2.53346,6.9584217,0.117
Kepler-204 c,3.0,,,,1.7936,-0.39235,0.39235,2014,2014-05-14,25.660593,-0.000288,0.000288,0.173,,,,,,,,,,,,,,,0.247,0.62,-0.24,0.24,,,,,Transit,,,,,Kepler-204,285.34719,41.761925,13.909,700.59,-7.3,7.3,,,,,,,1.24,-0.26,0.26,,,,,5812.0,-100.0,100.0,,,4.27,",",,,,,,0.173,0.173,0.173,0.173,52.522118,52.522118,52.522118,685.85209,685.85209,685.85209,Superterran,1.24,G,19.023147,19 01 23.3285,+41 45 42.9300,1.5719345,0.93898469,2.2102432,1.1893394,2.0955115,1.2576205,2.0955115,1.1480725,2.0955115,3.385174,,,0,0,Hot,0,0.29029545,Lyra,Lyr,Lyre,1.7936,3.871341,0.173
Kepler-205 b,3.0,,,,1.51335,-0.13452,0.13452,2014,2014-05-14,2.75564,-2e-06,2e-06,0.032,,,,,,,,,,,,,,,0.199,0.87,-0.3,0.3,,,,,Transit,,,,,Kepler-205,285.28711,41.861172,13.506,160.46,-0.35,0.35,,,,,,,0.55,-0.02,0.02,M1 V,,,,4321.0,-100.0,100.0,,,4.74,",",,,,,,0.032,0.032,0.032,0.032000001,92.268006,92.268006,92.268006,789.60101,789.60101,789.60101,Superterran,0.55,M,19.019142,19 01 08.9102,+41 51 40.2192,0.094482438,0.24724372,0.61602663,0.3131729,0.58404586,0.33169363,0.58404586,0.30233219,0.58404586,0.8299259,,,0,0,Hot,0,0.29314414,Lyra,Lyr,Lyre,1.51335,2.9012671,0.032
Kepler-205 c,3.0,,,,1.63666,-0.12331,0.12331,2014,2014-05-14,20.306546,-3.8e-05,3.8e-05,0.122,,,,,,,,,,,,,,,0.76,0.81,-0.21,0.21,,,,,Transit,,,,,Kepler-205,285.28711,41.861172,13.506,160.46,-0.35,0.35,,,,,,,0.55,-0.02,0.02,M1 V,,,,4321.0,-100.0,100.0,,,4.74,",",,,,,,0.122,0.122,0.122,0.122,6.3479198,6.3479198,6.3479198,404.3922,404.3922,404.3922,Superterran,0.55,M,19.019142,19 01 08.9102,+41 51 40.2192,0.094482438,0.24724372,0.61602663,0.3131729,0.58404586,0.33169363,0.58404586,0.30233219,0.58404586,0.8299259,,,0,0,Hot,0,0.45777379,Lyra,Lyr,Lyre,1.63666,3.3139434,0.122
Kepler-206 b,3.0,,,,1.19947,-0.23541,0.23541,2014,2014-05-14,7.781987,-5.8e-05,5.8e-05,0.078,,,,,,,,,,,,,,,0.129,0.33,-0.24,0.24,,,,,Transit,,,,,Kepler-206,291.63468,41.833866,13.484,604.81,-5.05,5.05,,,,,,,1.19,-0.23,0.23,,,,,5764.0,-100.0,100.0,,,4.31,",",,,,,,0.078,0.078,0.078,0.078000002,230.19148,230.19148,230.19148,992.35537,992.35537,992.35537,Terran,1.19,G,19.442313,19 26 32.3264,+41 50 01.9176,1.400485,0.88886378,2.0949182,1.1258566,1.9861729,1.1905442,1.9861729,1.0868002,1.9861729,3.1952364,,,0,0,Hot,0,0.29608317,Lyra,Lyr,Lyre,1.19947,1.8651456,0.078
Kepler-206 c,3.0,,,,1.77118,-0.3363,0.3363,2014,2014-05-14,13.137471,-6.5e-05,6.5e-05,0.111,,,,,,,,,,,,,,,0.183,0.35,-0.22,0.22,,,,,Transit,,,,,Kepler-206,291.63468,41.833866,13.484,604.81,-5.05,5.05,,,,,,,1.19,-0.23,0.23,,,,,5764.0,-100.0,100.0,,,4.31,",",,,,,,0.111,0.111,0.111,0.111,113.6665,113.6665,113.6665,831.86535,831.86535,831.86535,Superterran,1.19,G,19.442313,19 26 32.3264,+41 50 01.9176,1.400485,0.88886378,2.0949182,1.1258566,1.9861729,1.1905442,1.9861729,1.0868002,1.9861729,3.1952364,,,0,0,Hot,0,0.27789772,Lyra,Lyr,Lyre,1.77118,3.7895405,0.111
Kepler-206 d,3.0,,,,1.18826,-0.23541,0.23541,2014,2014-05-14,23.44281,-0.000453,0.000453,0.163,,,,,,,,,,,,,,,0.27,0.1,-0.23,0.23,,,,,Transit,,,,,Kepler-206,291.63468,41.833866,13.484,604.81,-5.05,5.05,,,,,,,1.19,-0.23,0.23,,,,,5764.0,-100.0,100.0,,,4.31,",",,,,,,0.163,0.163,0.163,0.163,52.711242,52.711242,52.711242,686.46867,686.46867,686.46867,Terran,1.19,G,19.442313,19 26 32.3264,+41 50 01.9176,1.400485,0.88886378,2.0949182,1.1258566,1.9861729,1.1905442,1.9861729,1.0868002,1.9861729,3.1952364,,,0,0,Hot,0,0.31651055,Lyra,Lyr,Lyre,1.18826,1.8034186,0.163
Kepler-207 b,3.0,,,,1.5694,-0.30267,0.30267,2014,2014-05-14,1.611865,-6e-06,6e-06,0.029,,,,,,,,,,,,,,,0.0323,0.38,-0.23,0.23,,,,,Transit,,,,,Kepler-207,290.03052,42.16605,13.182,898.2,-10.22,10.22,,,,,,,1.59,-0.3,0.3,,,,,5920.0,-116.0,116.0,,,4.13,",",,,,,,0.029,0.029,0.029,0.029000001,3308.0627,3308.0627,3308.0627,1932.1389,1932.1389,1932.1389,Superterran,1.59,G,19.335369,19 20 07.3277,+42 09 57.7800,2.7820807,1.2410303,2.9133226,1.5719125,2.7620949,1.662001,2.7620949,1.5173462,2.7620949,4.5034841,,,0,0,Hot,0,0.27615551,Lyra,Lyr,Lyre,1.5694,3.086051,0.029
Kepler-207 c,3.0,,,,1.50214,-0.29146,0.29146,2014,2014-05-14,3.071571,-1.6e-05,1.6e-05,0.044,,,,,,,,,,,,,,,0.049,0.18,-0.23,0.23,,,,,Transit,,,,,Kepler-207,290.03052,42.16605,13.182,898.2,-10.22,10.22,,,,,,,1.59,-0.3,0.3,,,,,5920.0,-116.0,116.0,,,4.13,",",,,,,,0.044,0.044,0.044,0.044000001,1437.0251,1437.0251,1437.0251,1568.5956,1568.5956,1568.5956,Superterran,1.59,G,19.335369,19 20 07.3277,+42 09 57.7800,2.7820807,1.2410303,2.9133226,1.5719125,2.7620949,1.662001,2.7620949,1.5173462,2.7620949,4.5034841,,,0,0,Hot,0,0.27975891,Lyra,Lyr,Lyre,1.50214,2.8648744,0.044
Kepler-207 d,3.0,,,,3.30695,-0.62776,0.62776,2014,2014-05-14,5.868075,-9e-06,9e-06,0.068,,,,,,,,,,,,,,,0.0757,0.27,-0.19,0.19,,,,,Transit,,,,,Kepler-207,290.03052,42.16605,13.182,898.2,-10.22,10.22,,,,,,,1.59,-0.3,0.3,,,,,5920.0,-116.0,116.0,,,4.13,",",,,,,,0.068,0.068,0.068,0.068000002,601.66105,601.66105,601.66105,1261.7778,1261.7778,1261.7778,Neptunian,1.59,G,19.335369,19 20 07.3277,+42 09 57.7800,2.7820807,1.2410303,2.9133226,1.5719125,2.7620949,1.662001,2.7620949,1.5173462,2.7620949,4.5034841,,,0,0,Hot,0,0.19991319,Lyra,Lyr,Lyre,3.30695,10.938769,0.068
Kepler-208 b,3.0,,,,1.62545,-0.30267,0.30267,2014,2014-05-14,4.22864,-1.8e-05,1.8e-05,0.054,,,,,,,,,,,,,,,0.0681,0.16,-0.22,0.22,,,,,Transit,,,,,Kepler-208,293.89021,42.528008,13.749,793.01,-9.2,9.2,,,,,,,1.31,-0.24,0.24,,,,,6092.0,-100.0,100.0,,,4.26,",",,,,,,0.054,0.054,0.054,0.054000001,726.24524,726.24524,726.24524,1322.5611,1322.5611,1322.5611,Superterran,1.31,F,19.592681,19 35 33.6531,+42 31 40.8288,2.1177311,1.0714588,2.5054549,1.3571235,2.3753994,1.4346971,2.3753994,1.3099777,2.3753994,3.9291552,,,0,0,Hot,0,0.27499694,Cygnus,Cyg,Swan,1.62545,3.2754986,0.054
Kepler-208 c,3.0,,,,1.39004,-0.25783,0.25783,2014,2014-05-14,7.466623,-6.7e-05,6.7e-05,0.079,,,,,,,,,,,,,,,0.0996,0.27,-0.23,0.23,,,,,Transit,,,,,Kepler-208,293.89021,42.528008,13.749,793.01,-9.2,9.2,,,,,,,1.31,-0.24,0.24,,,,,6092.0,-100.0,100.0,,,4.26,",",,,,,,0.079,0.079,0.079,0.079000002,339.32561,339.32561,339.32561,1093.4504,1093.4504,1093.4504,Terran,1.31,F,19.592681,19 35 33.6531,+42 31 40.8288,2.1177311,1.0714588,2.5054549,1.3571235,2.3753994,1.4346971,2.3753994,1.3099777,2.3753994,3.9291552,,,0,0,Hot,0,0.28764008,Cygnus,Cyg,Swan,1.39004,2.511416,0.079
Kepler-208 d,3.0,,,,1.19947,-0.23541,0.23541,2014,2014-05-14,11.131786,-0.000131,0.000131,0.103,,,,,,,,,,,,,,,0.13,0.11,-0.23,0.23,,,,,Transit,,,,,Kepler-208,293.89021,42.528008,13.749,793.01,-9.2,9.2,,,,,,,1.31,-0.24,0.24,,,,,6092.0,-100.0,100.0,,,4.26,",",,,,,,0.103,0.103,0.103,0.103,199.61647,199.61647,199.61647,957.62175,957.62175,957.62175,Terran,1.31,F,19.592681,19 35 33.6531,+42 31 40.8288,2.1177311,1.0714588,2.5054549,1.3571235,2.3753994,1.4346971,2.3753994,1.3099777,2.3753994,3.9291552,,,0,0,Hot,0,0.29701156,Cygnus,Cyg,Swan,1.19947,1.8651456,0.103
Kepler-208 e,3.0,,,,1.47972,-0.28025,0.28025,2014,2014-05-14,16.259458,-0.000176,0.000176,0.132,,,,,,,,,,,,,,,0.167,0.21,-0.22,0.22,,,,,Transit,,,,,Kepler-208,293.89021,42.528008,13.749,793.01,-9.2,9.2,,,,,,,1.31,-0.24,0.24,,,,,6092.0,-100.0,100.0,,,4.26,",",,,,,,0.132,0.132,0.132,0.132,121.54104,121.54104,121.54104,845.9129,845.9129,845.9129,Terran,1.31,F,19.592681,19 35 33.6531,+42 31 40.8288,2.1177311,1.0714588,2.5054549,1.3571235,2.3753994,1.4346971,2.3753994,1.3099777,2.3753994,3.9291552,,,0,0,Hot,0,0.29111004,Cygnus,Cyg,Swan,1.47972,2.7926567,0.132
Kepler-209 b,3.0,,,,2.26442,-0.3363,0.3363,2014,2014-05-14,16.087845,-4.1e-05,4.1e-05,0.122,,,,,,,,,,,,,,,0.208,0.08,-0.22,0.22,,,,,Transit,,,,,Kepler-209,291.16954,42.640812,13.998,586.68,-5.7,5.7,,,,,,,0.94,-0.14,0.14,,,,,5513.0,-100.0,100.0,,,4.47,",",,,,,,0.122,0.122,0.122,0.122,49.133382,49.133382,49.133382,674.51106,674.51106,674.51106,Superterran,0.94,G,19.411303,19 24 40.6925,+42 38 26.9232,0.73130126,0.65186275,1.5475649,0.82567083,1.467232,0.87331742,1.467232,0.79705564,1.467232,2.3089362,,,0,0,Hot,0,0.26793725,Lyra,Lyr,Lyre,2.26442,5.7508411,0.122
Kepler-209 c,3.0,,,,3.10517,-0.50445,0.50445,2014,2014-05-14,41.749882,-0.000106,0.000106,0.231,,,,,,,,,,,,,,,0.394,0.58,-0.26,0.26,,,,,Transit,,,,,Kepler-209,291.16954,42.640812,13.998,586.68,-5.7,5.7,,,,,,,0.94,-0.14,0.14,,,,,5513.0,-100.0,100.0,,,4.47,",",,,,,,0.231,0.231,0.231,0.23100001,13.704789,13.704789,13.704789,490.18837,490.18837,490.18837,Neptunian,0.94,G,19.411303,19 24 40.6925,+42 38 26.9232,0.73130126,0.65186275,1.5475649,0.82567083,1.467232,0.87331742,1.467232,0.79705564,1.467232,2.3089362,,,0,0,Hot,0,0.28955928,Lyra,Lyr,Lyre,3.10517,9.8298521,0.231
Kepler-21 b,3.0,5.0788915,-1.7194495,1.7194495,1.63666,-0.01121,0.02242,2012,2016-10-06,2.78578,-3e-05,3e-05,0.042717,0.0,0.0,0.02,-0.1,0.1,83.2,-0.26,0.28,-15.0,-79.0,79.0,2456797.9,-0.7,0.7,0.392,0.584,-0.02,0.018,,,,,Transit,,,,,Kepler-21,287.36182,38.714016,8.25,108.86,-0.38,0.38,-0.03,-0.1,0.1,1.41,-0.03,0.02,1.9,-0.01,0.02,F6 IV,3.03,-0.35,0.35,6305.0,-50.0,50.0,,,4.03,"HD 179070, HIP 94112",1.7615916,3.103205,1.8960596,1.1584933,0.00064189198,0.042725543,0.04186266,0.04357134,0.042719137,2801.6998,2692.3677,2916.6383,1853.3939,1835.1793,1872.2574,Superterran,1.9,F,19.157455,19 09 26.8394,+38 42 50.4576,5.111357,1.6432268,3.8264884,2.0813201,3.6278598,2.1999237,3.6278598,2.008948,3.6278598,6.1042439,5.625496,0.48254555,0,0,Hot,0,0.27306176,Lyra,Lyr,Lyre,1.63666,5.0788915,0.042717
Kepler-210 b,3.0,,,,2.93702,-0.21299,0.21299,2014,2014-05-14,2.453234,-1e-06,1e-06,0.032,,,,,,,,,,,,,,,0.137,0.73,-0.27,0.27,,,,,Transit,,,,,Kepler-210,292.50339,43.083149,13.822,234.33,-0.83,0.83,,,,,,,0.65,-0.03,0.03,M0 V,,,,4559.0,-100.0,100.0,,,4.66,",",,,,,,0.032,0.032,0.032,0.032000001,159.6959,159.6959,159.6959,905.6666,905.6666,905.6666,Neptunian,0.65,M,19.500227,19 30 00.8170,+43 04 59.3364,0.1635286,0.32270277,0.79511304,0.40875314,0.75383668,0.43280042,0.75383668,0.39460869,0.75383668,1.0918441,,,0,0,Hot,0,0.21983058,Cygnus,Cyg,Swan,2.93702,8.9432821,0.032
Kepler-210 c,3.0,,,,3.62083,-0.19057,0.19057,2014,2014-05-14,7.972513,-3e-06,3e-06,0.07,,,,,,,,,,,,,,,0.299,0.4,-0.2,0.2,,,,,Transit,,,,,Kepler-210,292.50339,43.083149,13.822,234.33,-0.83,0.83,,,,,,,0.65,-0.03,0.03,M0 V,,,,4559.0,-100.0,100.0,,,4.66,",",,,,,,0.07,0.07,0.07,0.070000002,33.373184,33.373184,33.373184,612.34239,612.34239,612.34239,Neptunian,0.65,M,19.500227,19 30 00.8170,+43 04 59.3364,0.1635286,0.32270277,0.79511304,0.40875314,0.75383668,0.43280042,0.75383668,0.39460869,0.75383668,1.0918441,,,0,0,Hot,0,0.22259863,Cygnus,Cyg,Swan,3.62083,12.759345,0.07
Kepler-211 b,3.0,,,,1.25552,-0.08968,0.08968,2014,2014-05-14,4.138575,-1e-05,1e-05,0.048,,,,,,,,,,,,,,,0.154,0.02,-0.2,0.2,,,,,Transit,,,,,Kepler-211,285.43915,43.168484,13.283,312.14,-1.76,1.76,,,,,,,0.82,-0.05,0.05,,,,,5123.0,-100.0,100.0,,,4.55,",",,,,,,0.048,0.048,0.048,0.048000001,180.10729,180.10729,180.10729,933.3139,933.3139,933.3139,Terran,0.82,K,19.029278,19 01 45.3998,+43 10 06.5424,0.4149672,0.50152361,1.206793,0.63525214,1.1441484,0.67218333,1.1441484,0.61326093,1.1441484,1.7392846,,,0,0,Hot,0,0.29612878,Lyra,Lyr,Lyre,1.25552,2.1128564,0.048
Kepler-211 c,3.0,,,,1.28915,-0.08968,0.08968,2014,2014-05-14,6.04045,-1.6e-05,1.6e-05,0.062,,,,,,,,,,,,,,,0.199,0.04,-0.23,0.23,,,,,Transit,,,,,Kepler-211,285.43915,43.168484,13.283,312.14,-1.76,1.76,,,,,,,0.82,-0.05,0.05,,,,,5123.0,-100.0,100.0,,,4.55,",",,,,,,0.062,0.062,0.062,0.062000002,107.95193,107.95193,107.95193,821.20675,821.20675,821.20675,Terran,0.82,K,19.029278,19 01 45.3998,+43 10 06.5424,0.4149672,0.50152361,1.206793,0.63525214,1.1441484,0.67218333,1.1441484,0.61326093,1.1441484,1.7392846,,,0,0,Hot,0,0.30015054,Lyra,Lyr,Lyre,1.28915,2.2098374,0.062
Kepler-212 b,3.0,,,,1.08737,-0.21299,0.21299,2014,2014-05-14,16.257582,-0.000378,0.000378,0.133,,,,,,,,,,,,,,,0.19,0.19,-0.22,0.22,,,,,Transit,,,,,Kepler-212,287.62083,43.141678,13.178,701.04,-8.71,8.71,,,,,,,1.46,-0.27,0.27,,,,,5852.0,-100.0,100.0,,,4.18,",",,,,,,0.133,0.133,0.133,0.133,126.62176,126.62176,126.62176,854.61792,854.61792,854.61792,Terran,1.46,G,19.174723,19 10 29.0038,+43 08 30.0408,2.2398123,1.1181414,2.629256,1.4162618,2.4927738,1.4975179,2.4927738,1.3671131,2.4927738,4.0408208,,,0,0,Hot,0,0.30334553,Lyra,Lyr,Lyre,1.08737,1.3121437,0.133
Kepler-212 c,3.0,,,,2.73524,-0.50445,0.50445,2014,2014-05-14,31.805174,-0.000142,0.000142,0.207,,,,,,,,,,,,,,,0.295,0.15,-0.2,0.2,,,,,Transit,,,,,Kepler-212,287.62083,43.141678,13.178,701.04,-8.71,8.71,,,,,,,1.46,-0.27,0.27,,,,,5852.0,-100.0,100.0,,,4.18,",",,,,,,0.207,0.207,0.207,0.20700001,52.272219,52.272219,52.272219,685.03482,685.03482,685.03482,Neptunian,1.46,G,19.174723,19 10 29.0038,+43 08 30.0408,2.2398123,1.1181414,2.629256,1.4162618,2.4927738,1.4975179,2.4927738,1.3671131,2.4927738,4.0408208,,,0,0,Hot,0,0.24430872,Lyra,Lyr,Lyre,2.73524,7.9252992,0.207
Kepler-213 b,3.0,,,,1.62545,-0.31388,0.31388,2014,2014-05-14,2.46236,-6e-06,6e-06,0.036,,,,,,,,,,,,,,,0.0557,0.22,-0.23,0.23,,,,,Transit,,,,,Kepler-213,290.82418,44.647186,13.648,646.74,-7.49,7.49,,,,,,,1.2,-0.22,0.22,,,,,5696.0,-100.0,100.0,,,4.31,",",,,,,,0.036,0.036,0.036,0.036000001,1047.915,1047.915,1047.915,1449.5274,1449.5274,1449.5274,Superterran,1.2,G,19.38828,19 23 17.8073,+44 38 49.8696,1.3580978,0.87887264,2.075234,1.1132036,1.9675104,1.1772374,1.9675104,1.0745968,1.9675104,3.1465113,,,0,0,Hot,0,0.2744169,Cygnus,Cyg,Swan,1.62545,3.2754986,0.036
Kepler-213 c,3.0,,,,2.34289,-0.4484,0.4484,2014,2014-05-14,4.822962,-8e-06,8e-06,0.057,,,,,,,,,,,,,,,0.0881,0.75,-0.06,0.06,,,,,Transit,,,,,Kepler-213,290.82418,44.647186,13.648,646.74,-7.49,7.49,,,,,,,1.2,-0.22,0.22,,,,,5696.0,-100.0,100.0,,,4.31,",",,,,,,0.057,0.057,0.057,0.057000001,418.00488,418.00488,418.00488,1151.9676,1151.9676,1151.9676,Superterran,1.2,G,19.38828,19 23 17.8073,+44 38 49.8696,1.3580978,0.87887264,2.075234,1.1132036,1.9675104,1.1772374,1.9675104,1.0745968,1.9675104,3.1465113,,,0,0,Hot,0,0.24110228,Cygnus,Cyg,Swan,2.34289,6.0932651,0.057
Kepler-214 b,3.0,,,,2.61193,-0.49324,0.49324,2014,2014-05-14,15.660544,-8e-05,8e-05,0.13,,,,,,,,,,,,,,,0.104,0.03,-0.21,0.21,,,,,Transit,,,,,Kepler-214,284.75485,44.956032,13.949,1252.07,-24.36,24.36,,,,,,,1.35,-0.25,0.25,,,,,6169.0,-100.0,100.0,,,4.25,",",,,,,,0.13,0.13,0.13,0.13,139.93571,139.93571,139.93571,876.24802,876.24802,876.24802,Neptunian,1.35,F,18.983658,18 59 01.1678,+44 57 21.7152,2.3649135,1.1269634,2.6310606,1.4274234,2.4944851,1.5089227,2.4944851,1.3778184,2.4944851,4.1521344,,,0,0,Hot,0,0.23482521,Lyra,Lyr,Lyre,2.61193,7.3282833,0.13
Kepler-214 c,3.0,,,,2.1299,-0.40356,0.40356,2014,2014-05-14,28.7798,-0.000397,0.000397,0.194,,,,,,,,,,,,,,,0.155,0.28,-0.24,0.24,,,,,Transit,,,,,Kepler-214,284.75485,44.956032,13.949,1252.07,-24.36,24.36,,,,,,,1.35,-0.25,0.25,,,,,6169.0,-100.0,100.0,,,4.25,",",,,,,,0.194,0.194,0.194,0.194,62.836474,62.836474,62.836474,717.29509,717.29509,717.29509,Superterran,1.35,F,18.983658,18 59 01.1678,+44 57 21.7152,2.3649135,1.1269634,2.6310606,1.4274234,2.4944851,1.5089227,2.4944851,1.3778184,2.4944851,4.1521344,,,0,0,Hot,0,0.26902673,Lyra,Lyr,Lyre,2.1299,5.1829123,0.194
